iter	MultiClass
120	0.005159696052
121	0.005090227967
122	0.005083159194
123	0.00502667726
124	0.004913701383
125	0.004803961275
126	0.00475895996
127	0.004666497968
128	0.004628381182
129	0.004544925664
130	0.004506729775
131	0.00443343592
132	0.004428600194
133	0.004421721767
134	0.004360756557
135	0.004292482419
136	0.004260607757
137	0.004200073454
138	0.004164934636
139	0.004121750404
140	0.004060471727
141	0.004016309594
142	0.003973877252
143	0.003937247934
144	0.003903433691
145	0.003900853747
146	0.003879843093
147	0.003879669203
148	0.003879506721
149	0.003818939146
150	0.003760095231
151	0.003703277435
152	0.00366572914
153	0.00361942368
154	0.003619277594
155	0.003548157044
156	0.003514505347
157	0.003512340353
158	0.003481977827
159	0.003481863543
160	0.003448086318
161	0.00344641106
162	0.003416835646
163	0.003374981139
164	0.003374758907
165	0.003356653684
166	0.003326708198
167	0.003324161551
168	0.003305522883
169	0.003255537789
170	0.003201833713
171	0.003180779682
172	0.003152808628
173	0.003127877448
174	0.003091165467
175	0.003075032359
176	0.00305471414
177	0.003037279222
178	0.003037095249
179	0.002994726645
180	0.002994678036
181	0.002977169798
182	0.002954998863
183	0.0029275907
184	0.002898438319
185	0.002871418265
186	0.002844606612
187	0.002813752442
188	0.002789152767
189	0.002787609969
190	0.002765859264
191	0.002735075803
192	0.002735048664
193	0.002734446919
194	0.002733380765
195	0.00273251776
196	0.002731556354
197	0.002710417975
198	0.002697706374
199	0.002680196837
200	0.002678731818
201	0.002658732083
202	0.002657066122
203	0.002655097078
204	0.002623855228
205	0.002623833131
206	0.002622833322
207	0.002621261038
208	0.002598383339
209	0.002584836879
210	0.002569243903
211	0.002568521544
212	0.002533441655
213	0.002520762166
214	0.002508408079
215	0.002485269654
216	0.002476948374
217	0.002451766507
218	0.002443386718
219	0.002442342804
220	0.002441429671
221	0.002423555901
222	0.002410974623
223	0.002400295003
224	0.002387322209
225	0.002387009263
226	0.00236360993
227	0.002349792534
228	0.002336816138
229	0.002319911864
230	0.002310965561
231	0.002298947467
232	0.002281194809
233	0.00224989264
234	0.002249516841
235	0.002237794201
236	0.002227333046
237	0.002217706186
238	0.002204996129
239	0.002191660741
240	0.002181419209
241	0.002161975718
242	0.002161197467
243	0.002150760735
244	0.002137880792
245	0.002131128263
246	0.002113248394
247	0.002097331919
248	0.002086365869
249	0.00206569905
250	0.00205216052
251	0.002037916452
252	0.002037888452
253	0.002035805298
254	0.002033955495
255	0.002026400336
256	0.00202367664
257	0.002007040518
258	0.001992671371
259	0.001980099432
260	0.001963276123
261	0.001955942301
262	0.001940738119
263	0.001940448584
264	0.00194010088
265	0.00192720348
266	0.001926377136
267	0.001925559691
268	0.00191711167
269	0.001917091856
270	0.00190033535
271	0.001892561409
272	0.001882604584
273	0.001865937479
274	0.001856685114
275	0.0018564758
276	0.001849164312
277	0.001842457257
278	0.001836763248
279	0.001835466204
280	0.001826721393
281	0.001817026449
282	0.001809929005
283	0.001808662104
284	0.001808644238
285	0.001808290051
286	0.001806686311
287	0.0017962672
288	0.001796248306
289	0.001795992192
290	0.001787359194
291	0.00177554183
292	0.001769235299
293	0.001757186374
294	0.001755994196
295	0.001748857368
296	0.001737653029
297	0.001728133992
298	0.001725984929
299	0.001715685705
300	0.001710975285
301	0.001710521546
302	0.001697148324
303	0.001688608823
304	0.001677594804
305	0.00167730407
306	0.001672433749
307	0.001661063459
308	0.001660869399
309	0.001660672969
310	0.001644440465
311	0.001635764292
312	0.001634368251
313	0.001629066402
314	0.001628502244
315	0.001616437178
316	0.001612217885
317	0.001602395699
318	0.001595809915
319	0.001586525723
320	0.001586510162
321	0.001586491964
322	0.001578310492
323	0.001565401406
324	0.001565250634
325	0.001554918276
326	0.001545638815
327	0.00153704163
328	0.001528032572
329	0.001524107942
330	0.001513561769
331	0.001507399251
332	0.00150702552
333	0.001499073739
334	0.001495550367
335	0.001492247168
336	0.001488740129
337	0.001481312418
338	0.001475184284
339	0.00147356757
340	0.001471827015
341	0.001466435716
342	0.001461999225
343	0.001461987583
344	0.001456944385
345	0.001447280559
346	0.001442528491
347	0.001437926553
348	0.001427516079
349	0.001423444312
350	0.001422335396
351	0.001422326654
352	0.001414937514
353	0.001408890453
354	0.001405417207
355	0.001402159228
356	0.001398071933
357	0.001389102108
358	0.001382937464
359	0.001377490461
360	0.001370150284
361	0.001362870838
362	0.001362730343
363	0.001354108547
364	0.001354012037
365	0.001353872657
366	0.00134962182
367	0.001345468946
368	0.001337663444
369	0.001333799606
370	0.001330277512
371	0.001321958065
372	0.00132174846
373	0.001315592635
374	0.00131162341
375	0.001307909019
376	0.001301129636
377	0.001295753291
378	0.001295634103
379	0.001288852593
380	0.001288844262
381	0.001283717164
382	0.001280228262
383	0.001276597358
384	0.001269907141
385	0.001266191808
386	0.001262598968
387	0.00125883587
388	0.001258833291
389	0.001255812712
390	0.001253086897
391	0.001253081171
392	0.00125290706
393	0.00124824895
394	0.001242557394
395	0.001242548484
396	0.0012378497
397	0.001234496478
398	0.001228835729
399	0.001228236552
400	0.001220044276
401	0.001219959464
402	0.001216241362
403	0.001212304572
404	0.00121222084
405	0.001206426304
406	0.001204244547
407	0.001200607009
408	0.001197007251
409	0.001193690583
410	0.001190665396
411	0.00119044065
412	0.00118566462
413	0.001185498443
414	0.001180808915
415	0.001177905462
416	0.001173781642
417	0.001167929091
418	0.001164540268
419	0.001158390769
420	0.001154573695
421	0.001147823566
422	0.001146571391
423	0.001141170225
424	0.001137533166
425	0.001134222795
426	0.001131899273
427	0.001127967986
428	0.001125151378
429	0.001124979154
430	0.001120562932
431	0.001116959767
432	0.001116839908
433	0.001112982872
434	0.001106203623
435	0.001099722046
436	0.001096670639
437	0.001093679227
438	0.001089994357
439	0.001089331758
440	0.001086906815
441	0.001083396556
442	0.001080192658
443	0.00107727981
444	0.001074484865
445	0.001074232379
446	0.00107027859
447	0.001067534951
448	0.001065036858
449	0.001064497876
450	0.001063466376
451	0.001063460672
452	0.0010571248
453	0.00105448576
454	0.00105291345
455	0.001051121089
456	0.001047577355
457	0.001047570602
458	0.001045581136
459	0.001041670917
460	0.001037677813
461	0.001033634343
462	0.001030661461
463	0.001028027653
464	0.001025591956
465	0.001023036088
466	0.001022496756
467	0.001022492837
468	0.001020122493
469	0.00101709333
470	0.001016561064
471	0.001012237496
472	0.001009479286
473	0.001004279123
474	0.001002608892
475	0.001000397797
476	0.0009965947428
477	0.0009963613051
478	0.0009963233365
479	0.0009933202395
480	0.0009905513765
481	0.0009848184929
482	0.0009821870709
483	0.0009788986337
484	0.0009739317985
485	0.0009697582802
486	0.0009651386882
487	0.0009607131472
488	0.0009578293444
489	0.000957823861
490	0.0009556590415
491	0.0009533272752
492	0.0009504023572
493	0.0009493452135
494	0.0009466643145
495	0.0009451741788
496	0.0009444408799
497	0.0009425027969
498	0.0009424220082
499	0.0009397287411
